x,y,Name,Genes,Label,Color
9.390691,4.435542,bronchial serous cell (id:75),ADAM28 AIF1 ALOX5 AOAH APOBR AQP9 C1QA C1QB CASP10 CCR1 CCR5 CD14 CD163 CD300A CD300LF CD74 CD86 CD93 CEACAM3 CLEC10A CLEC12A CLEC7A CSF1R CSF2RB CSF3R CTSS CYBB DHRS9 FCER1G FCGR2A FCGR2B FCGR3A FCGR3B FGD2 FGL2 FGR FPR1 HCK HK3 HLA-DMB HLA-DPA1 HLA-DRA HLA-DRB1 IGHA1 IGHA2 IGHG1 IGHG2 IGHG3 IGHM IGHV3-23 IGHV3-7 IGKC IGKV1-5 IGKV3-11 IGKV3-15 IGKV3-20 IGKV4-1 IGLC1 IGLC2 IGLC3 IGLL5 IGSF6 IL1RN ITGAM ITGAX JAML JCHAIN KCNE3 LCP2 LGALS9 LILRB2 LRG1 LRRC25 LTF LYZ MNDA MPEG1 MS4A4A MS4A6A MS4A7 NCF2 NCF4 NFAM1 P2RY13 PIGR PLEK PTAFR RIPK3 RNASE6 S100A8 S100A9 SERPINA1 SIGLEC7 SIGLEC9 SPI1 TLR2 TLR8 TNFSF10 TYROBP VNN1 VNN2,Other,-1
3.5588505,2.510529,bronchial smooth muscle cell (id:76),A2M ABCA6 ABCA8 ABCA9 ABI3BP ACTA2 ACTG2 ACVRL1 ADAM33 ADAMTS2 ADCY4 ADGRF5 ADGRL4 ADH1B ANGPTL1 AQP1 ARHGEF15 ASPN BGN C1QB C1QC C1QTNF7 C1R C1S C7 CACNA1C CASQ2 CCL14 CCL21 CD248 CD34 CILP CLEC14A CLEC3B CNN1 COL14A1 COL15A1 COL1A2 COL3A1 COL6A3 COX4I2 CPXM2 CRISPLD2 DCN DES DPT ECM2 ELN EMCN FBLN5 FHL5 FILIP1L FMOD GGT5 IGF1 INMT ISLR ITGA1 ITGA8 ITIH5 LAMA4 LMOD1 LRRC32 LUM LYVE1 MFAP4 MGP MYH11 MYLK MYOCD NOTCH4 OGN OLFML1 OMD PDGFRA PDGFRB PGM5 PLN PLVAP PODN POSTN PPP1R12B PRELP RAMP3 RHOJ SCN7A SFRP4 SGCA SGCD SLIT3 SPARCL1 SYNPO2 TAGLN TMEM119 TNS1 VCAM1 VSTM4,Smooth Muscle,6
3.0667803,6.6820498,bronchioalveolar stem cell (id:77),ADH7 AGR3 AKAP14 AMY1C ANKRD66 APOBEC4 AQP4 AQP5 ATP13A4 BPIFA1 BPIFB1 C11orf16 C11orf97 C16orf89 C1orf189 C1orf194 C1orf87 C20orf85 C2orf73 C5orf49 C6orf118 C7orf57 C9orf24 CAPSL CATSPERD CCDC60 CD164L2 CFAP100 CFAP126 CFAP43 CFAP52 CFAP65 CFAP77 CXCL17 CYP2A13 CYP2B7P CYP2F1 CYP4B1 DNAH9 DNAI1 DNAI2 DRC1 DUOX1 DUOXA1 DYNLRB2 EFCAB1 EPPIN-WFDC6 ERICH3 FAM183A FAM216B FMO2 GAS2L2 GGTLC1 GSTA3 HSPD1P21 KRT16P2 KRT4 LDLRAD1 LGI3 LRRC10B LRRC71 MAP3K19 MORN5 MROH9 MS4A8 MSMB NKX2-1 RSPH1 SCGB1A1 SCGB3A1 SDR16C5 SERPINB11 SERPINB3 SFTA2 SFTA3 SFTPA1 SFTPA2 SFTPB SFTPC SFTPD SLC34A2 SLC6A14 SNTN SPAG6 SPATS1 SPEF1 STOML3 TEKT1 TEX26 TMEM190 TTC29 TUBA4B VWA3A VWA3B WDR38 WFDC2 WFDC6,Other,-1
3.8800547,5.317781,brush (id:78),ALDH3B2 ANKRD22 ANO9 AOC1 APOBR ARHGAP27 ARRDC1 ASCL2 ATP2C2 BICDL2 BSPRY C1orf210 C9orf152 CAPN8 CDC42BPG CDH1 CEACAM6 CLDN7 CRB3 DEGS2 DENND1C DENND2D ELF3 ELMO3 EPHA1 EVPL F11R FAM3D FAM83E FAM83F FBP1 FGD3 FXYD3 GALNT3 GGT6 GPR35 GRHL2 HSH2D IL1RN ILDR1 KCNK6 KCNQ1 KDF1 LCN2 LLGL2 LRG1 MAPK13 MARVELD3 MFSD6L MPZL3 NOD2 OVOL1 PDZD3 PLA2G4F PLEKHG6 POF1B POU2F3 PROM2 PRR15L PRRG4 PRSS22 PRSS8 PSD4 PTK6 PTPN6 RAB11FIP1 RAB25 RBBP8NL RBM47 RNF223 RNF43 S100A9 S100P SH2D3A SLC37A1 SMIM22 SMIM5 SPINT1 SPINT2 ST14 STXBP2 SULT2B1 SYK SYTL1 TC2N TFF3 TJP3 TMC4 TMC5 TMEM184A TMEM30B TMEM45B TMPRSS13 TMPRSS4 TRPM5 TTC22 VAMP8,Other,-1
10.077572,3.158876,cap1 (id:79),ABI3 ACVRL1 ADCY4 APOL3 ARHGEF15 BCL6B C1QA C1QB C1QC C3AR1 CCL14 CCL19 CCL21 CD34 CD93 CDH5 CETP CLDN5 CLEC10A CLEC14A CMKLR1 COX4I2 CPA3 CSF1R CSF2RB CXCL9 DTL ECSCR EMCN ENG ERG ESAM FLI1 FOLR2 GIMAP1 GIMAP4 GIMAP5 GIMAP6 GIMAP7 GIMAP8 GJA4 GPIHBP1 IGHA1 IGHA2 IGHG1 IGHG2 IGHG3 IGHG4 IGHM IGHV1-18 IGHV3-15 IGHV3-21 IGHV3-23 IGHV3-30 IGHV3-33 IGHV3-7 IGHV4-59 IGHV5-51 IGKC IGKV1-5 IGKV1D-39 IGKV3-11 IGKV3-15 IGKV3-20 IGKV4-1 IGLC1 IGLC2 IGLC3 IGLL5 IGLV1-44 IGLV2-8 IGLV3-1 IGLV3-19 IL7R JCHAIN LAPTM5 LILRB5 LYVE1 MMRN1 MRC1 MS4A4A MS4A6A MYCT1 MYH11 NOTCH4 PCDH12 PECAM1 PLVAP RAMP3 ROBO4 SCARF1 SELE SELP SHE SIGLEC1 SRGN STAB1 TDRD10 TIE1 TPSAB1 VSIG4,Other,-1
4.526809,3.3565667,cap2 (id:80),ACKR1 ADCY5 ADGRF5 ADGRL4 APLN APLNR AQP1 ARHGEF15 ARHGEF17 ATP1A2 BGN C1QTNF5 C1orf115 CA4 CADM3 CCDC85A CCM2L CDH5 CHST1 CLDN5 CLEC14A CLEC4GP1 CNTFR CORO2B COX4I2 CPE CRYAB CYYR1 DAAM2 DAB2IP DLL4 ECSCR EDNRB EGFL7 EPN2 EXOC3L1 FAM107A FAM162B FAM189A2 FBXL7 FHL5 GJA4 GPIHBP1 GPR17 GPRC5B HSPA12B HSPB6 HSPB8 HTRA1 IL34 KDR LDB2 LGI4 LRP3 LYVE1 MAPK3 NES NXPH3 OLFM1 PCDH1 PCDHB4 PINK1 PKDCC PLP1 PPP1R1B PTH1R RAI2 RAMP2 RAMP3 RAPGEF3 RASL12 RCAN2 RGS11 RGS5 RNF112 ROBO4 SCN4B SELENBP1 SEMA3G SHANK3 SHC2 SHISA4 SLC6A8 SOX17 SOX18 SPARCL1 SPOCK1 SYN2 SYNDIG1 SYNPO TCEAL7 TEK TM4SF18 TMEM132C TMEM47 TRIL TSPAN9 VWF WASF3 ZBTB47,Other,-1
5.163973,2.7217832,cardiomyocyte (id:84),ABRA ACTA1 ACTC1 ACTN2 APOBEC2 ASB10 ASB11 ASB15 ASB5 C10orf71 C14orf180 C1orf105 CACNA1S CASQ1 CASQ2 CAV3 CKM CKMT2 COX6A2 CSRP3 CTNNA3 DES DHRS7C DPP3P2 ENO3 FABP3 FBXO40 FHL2 FILIP1 FITM1 HHATL HRC HSPB2 HSPB3 HSPB7 ITGB1BP2 JPH2 KBTBD13 KLHL30 KLHL38 KLHL40 KLHL41 LDB3 LMOD2 LMOD3 LRRC10 LRRC14B LRRC39 MLIP MYBPC3 MYH6 MYH7 MYH7B MYL1 MYL2 MYL3 MYL4 MYL7 MYO18B MYOM1 MYOZ2 NEXN NMRK2 NPPA NPPB NPY6R NRAP PGAM2 PLN POPDC2 PPP1R3A PYGM RD3L RPL7P3 SGCA SLN SMCO1 SMPX SMYD1 SRL SYNPO2L TCAP TECRL TNNC1 TNNI1 TNNI3 TNNI3K TNNT2 TRDN TRIM54 TRIM55 TRIM63 TTN UNC45B XIRP1,White Blood Cells,-1
9.059028,5.404381,cd14 monocyte (id:86),ADGRE3 APOBEC3A AQP9 C1QA C5AR1 CCR1 CD14 CD163 CD300C CD300E CD300LB CD300LF CD93 CEACAM3 CEACAM4 CLEC10A CLEC12A CLEC4A CLEC4D CLEC4E CLEC5A CLEC7A CSF1R CSF3R CST3 CTSS CXCR1 CXCR2P1 CYBB F13A1 FCER1A FCER1G FCGR1A FCGR1B FCGR1CP FCGR2A FCGR2C FCGR3A FCGR3B FCN1 FGL2 FGR FPR1 FPR2 HCAR3 HCK HK3 IGSF6 ITGAM ITGAX LILRA1 LILRA3 LILRA5 LILRA6 LILRB2 LILRB3 LIPN LRRC25 LYZ MARCO MCEMP1 MNDA MPEG1 MS4A14 MS4A4A MS4A6A MS4A7 NCF1C NCF2 NFAM1 OR52K3P OSCAR P2RY13 PILRA PPBP PTAFR RGS18 RNASE2 RNASE6 RPL7AP64 S100A12 S100A8 S100A9 SERPINA1 SIGLEC1 SIGLEC5 SIGLEC7 SIGLEC9 SIRPB2 SLC11A1 SLC46A2 SPI1 TLR2 TLR8 TREM1 TREML1 TYMP TYROBP VCAN,White Blood Cells,7
8.798101,5.292603,cd16 monocyte (id:87),ADGRE3 AIF1 AOAH APOBR AQP9 C1QA C1QB C1orf162 C3AR1 C5AR1 CASP5 CCR1 CCR5 CD14 CD163 CD300A CD300C CD300E CD300LB CD300LF CD68 CEACAM3 CEACAM4 CLEC10A CLEC12A CLEC5A CLEC7A CSF1R CSF3R CTSS CXCL16 CXCR2P1 CYBB CYTH4 FCER1G FCGR1A FCGR1B FCGR1CP FCGR2A FCGR2C FCGR3A FCGR3B FCN1 FGD2 FGL2 FGR FOLR2 FPR1 FPR2 GIMAP4 HCK HES4 HK3 HLA-E IFITM3 IGSF6 IL1RN ITGAM ITGAX ITGB2 JAML LGALS9 LILRA1 LILRA3 LILRA5 LILRA6 LILRB2 LILRB3 LRRC25 LST1 LY86 LYZ MARCO MNDA MPEG1 MS4A14 MS4A4A MS4A6A MS4A7 MYO1F NCF1 NCF1C NCF2 NFAM1 P2RY13 PILRA PTAFR RNASE6 S100A12 S100A8 S100A9 SERPINA1 SIGLEC1 SIGLEC5 SIGLEC7 SIGLEC9 SIRPB2 SLC11A1 SPI1 TLR2 TLR8 TREM1 TYMP TYROBP,White Blood Cells,7
10.277071,-1.7693785,cd4 naÃ¯ve (id:88),AQP3 CD2 CD247 CD28 CD3D CD3E CD3G CD40LG CD48 CD5 CD52 CD6 CD8B CD96 CST7 CXCR3 DOK2 FASLG GBP5 GIMAP5 GIMAP7 GNLY GPR171 GPR174 GRAP2 GZMA GZMB GZMH GZMK GZMM ICOS IL18RAP IL2RB IL2RG IL7R ITK JAML KLRB1 LCK LTB NCR3 NKG7 P2RY10 PRF1 PTPRCAP PYHIN1 SELL SH2D1A SIRPG SIT1 SLAMF1 SLAMF6 TBX21 THEMIS TIGIT TNFSF8 TRAC TRAF3IP3 TRAT1 TRAV12-1 TRAV12-2 TRAV12-3 TRAV13-1 TRAV13-2 TRAV14DV4 TRAV17 TRAV19 TRAV2 TRAV21 TRAV23DV6 TRAV26-1 TRAV29DV5 TRAV3 TRAV4 TRAV8-2 TRAV8-3 TRAV8-4 TRAV8-6 TRAV9-2 TRBC1 TRBC2 TRBV18 TRBV19 TRBV2 TRBV20-1 TRBV27 TRBV29-1 TRBV3-1 TRBV4-1 TRBV5-1 TRBV5-4 TRBV6-1 TRBV6-2 TRBV6-5 TRBV7-2 TRBV7-8 TRBV7-9 TRBV9 TRDC TRGV10 UBASH3A,Other,-1
9.715689,-0.32948527,cd4 t cell effector memory cd45ra (id:89),CCR7 CD3D CD3E CD7 CXCR3 ICAM3 ICOS IFNG IGHV1OR15-1 IL2 IL23A IL2RB IL4R LCK LTA LTB MAL NCR3 NME1 ODC1 P2RY10 PDCD1 PIM2 PSAT1 PTPRCAP PYCR1 RAC2 RELB SH2D2A SIRPG SIT1 SLAMF1 SOCS1 STAT1 TBX21 TNF TNFRSF4 TRAC TRAT1 TRAV1-1 TRAV1-2 TRAV10 TRAV12-1 TRAV12-2 TRAV12-3 TRAV13-1 TRAV13-2 TRAV14DV4 TRAV16 TRAV17 TRAV19 TRAV2 TRAV20 TRAV21 TRAV22 TRAV23DV6 TRAV24 TRAV25 TRAV26-1 TRAV26-2 TRAV27 TRAV29DV5 TRAV3 TRAV35 TRAV36DV7 TRAV38-1 TRAV38-2DV8 TRAV4 TRAV41 TRAV5 TRAV6 TRAV8-1 TRAV8-2 TRAV8-3 TRAV8-4 TRAV8-6 TRAV9-2 TRBC1 TRBV10-3 TRBV11-1 TRBV11-3 TRBV14 TRBV15 TRBV18 TRBV19 TRBV2 TRBV20-1 TRBV21-1 TRBV27 TRBV29-1 TRBV3-1 TRBV30 TRBV4-1 TRBV4-2 TRBV5-1 TRBV5-4 TRBV5-6 TRBV6-1 TRBV6-2 TRBV6-5 TRBV6-6 TRBV7-2 TRBV7-3 TRBV7-6 TRBV7-8 TRBV7-9 TRBV9 TRIM21 UBASH3A,T-cells,4
8.021578,2.8616543,cd4 t cell memory (id:90),ADGRE5 ANXA2 ARPC1B B2M BATF BCL2A1 BIRC3 CCR7 CD2 CD3D CD3E CD7 CIB1 CRIP1 CXCR3 EMP3 FCMR GZMB HLA-A HLA-B HLA-C HLA-E ICAM3 ICOS IFI35 IFI6 IFNG IKBKE IL15RA IL2 IL23A IL2RG IL32 IL4R IRF1 ISG15 ISG20 ITGB7 KLHDC7B LGALS3 LTA LTB MAL MYD88 NECAP2 NFKB1 NFKB2 NME1 NMI OASL ODC1 P2RY10 PARP12 PCED1B PDCD1 PDZD8 PLP2 PSAT1 PSMB10 PSMB8 PSMB9 PSME1 PSME2 PYCR1 RAC2 RELB RHOG RTP4 S100A4 SH2D2A SIRPG SIT1 SLAMF1 SOCS1 STAT1 STX11 TAP1 TNF TNFAIP3 TNFRSF18 TNFRSF4 TNIP2 TRAC TRADD TRAT1 TRAV12-2 TRAV12-3 TRAV13-1 TRAV13-2 TRAV17 TRAV19 TRAV2 TRAV21 TRAV26-1 TRAV29DV5 TRAV4 TRAV8-2 TRAV8-4 TRAV8-6 TRAV9-2 TRBC1 TRBV18 TRBV19 TRBV2 TRBV20-1 TRBV3-1 TRBV5-1 TRBV6-1 TRBV6-5 TRBV7-2 TRBV7-3 TRBV7-9 TRBV9 TRIM21 UBASH3A,T-cells,4
6.1088767,2.5764897,cd4+ t cell (id:95),AOAH ARHGAP30 ARHGAP9 BIN2 CCR5 CD2 CD247 CD28 CD300A CD3D CD3E CD3G CD4 CD40LG CD48 CD5 CD52 CD53 CD6 CD7 CD8B CD96 CST7 CTLA4 CXCR3 CYTH4 CYTIP DOK2 DPEP2 GBP5 GIMAP1 GIMAP4 GIMAP5 GIMAP6 GIMAP7 GNLY GPR171 GZMA GZMB GZMH GZMK GZMM HCST ICOS IL10RA IL2RB IL2RG ITGAL JAML KLRB1 LCP2 LTB NKG7 P2RY10 PARVG PIK3R5 PRF1 PSTPIP1 PTPRC PTPRCAP RASAL3 S1PR4 SASH3 SELL SELPLG SH2D1A SIRPG SIT1 SLA SLAMF1 SLAMF6 SNX20 TAGAP TBC1D10C TBX21 THEMIS TNFSF8 TRAC TRAF3IP3 TRAT1 TRAV12-2 TRAV12-3 TRAV13-1 TRAV17 TRAV4 TRAV8-2 TRAV8-6 TRBC1 TRBC2 TRBV19 TRBV2 TRBV20-1 TRBV29-1 TRBV5-1 TRBV6-5 TRBV7-2 TRBV7-9 TRGC2 UBASH3A,T-cells,4
10.634971,-1.7629598,cd4+ t cell central memory (id:96),CCR4 CD2 CD247 CD28 CD3D CD3E CD3G CD40LG CD5 CD6 CD96 CTLA4 CXCR6 FASLG GBP5 GIMAP7 GNLY GPR171 GPR174 GZMA GZMB GZMH GZMK ICOS IL2RB ITK KLRB1 P2RY10 PRF1 PYHIN1 SCML4 SH2D1A SIRPG SLAMF6 THEMIS TIGIT TNFSF8 TRAC TRAF3IP3 TRAT1 TRAV1-2 TRAV10 TRAV12-1 TRAV12-2 TRAV12-3 TRAV13-1 TRAV13-2 TRAV14DV4 TRAV16 TRAV17 TRAV19 TRAV2 TRAV20 TRAV21 TRAV22 TRAV23DV6 TRAV25 TRAV26-1 TRAV27 TRAV29DV5 TRAV3 TRAV38-2DV8 TRAV4 TRAV41 TRAV5 TRAV6 TRAV8-1 TRAV8-2 TRAV8-3 TRAV8-4 TRAV8-6 TRAV9-2 TRBC1 TRBV15 TRBV18 TRBV19 TRBV2 TRBV20-1 TRBV24-1 TRBV27 TRBV29-1 TRBV3-1 TRBV4-1 TRBV4-2 TRBV5-1 TRBV5-4 TRBV5-6 TRBV6-1 TRBV6-2 TRBV6-5 TRBV6-6 TRBV7-2 TRBV7-6 TRBV7-8 TRBV7-9 TRBV9 TRDV1 TRGV10 UBASH3A ZAP70,T-cells,4
10.244587,-1.784473,cd4+ t cell naive (id:98),ANTXRLP1 CCR7 CD2 CD247 CD28 CD3D CD3E CD3G CD40LG CD48 CD5 CD52 CD6 CD8B CD96 CTLA4 CXCR3 CXorf65 FCMR GNLY GPR171 GPR174 GRAP2 GZMA GZMB GZMH GZMK GZMM ICOS IGHV1OR15-1 IL2RB IL2RG ITK KLRB1 LCK LEF1 LTB NCR3 NKG7 P2RY10 PRF1 PTPRCAP PYHIN1 RHOH SELL SH2D1A SIRPG SIT1 SLAMF1 SLAMF6 TBC1D10C TBX21 THEMIS TIGIT TRAC TRAF3IP3 TRAT1 TRAV12-1 TRAV12-2 TRAV12-3 TRAV13-1 TRAV13-2 TRAV14DV4 TRAV17 TRAV19 TRAV2 TRAV21 TRAV26-1 TRAV29DV5 TRAV4 TRAV8-2 TRAV8-3 TRAV8-4 TRAV8-6 TRAV9-2 TRBC1 TRBC2 TRBV10-3 TRBV18 TRBV19 TRBV2 TRBV20-1 TRBV27 TRBV29-1 TRBV3-1 TRBV4-1 TRBV5-1 TRBV5-4 TRBV5-6 TRBV6-1 TRBV6-2 TRBV6-5 TRBV7-2 TRBV7-8 TRBV7-9 TRBV9 TRDC UBASH3A,T-cells,4
6.461167,2.2718787,cd4+ t single positive (id:99),ABLIM1 ADD3 ALOX5AP ANXA1 AP3M2 ARHGAP30 ARHGAP9 ARID5B B2M BIN2 BTLA CAMK4 CCL4 CCR7 CD2 CD247 CD28 CD3D CD3E CD40LG CD48 CD5 CD52 CD53 CD6 CD69 CD96 CEACAM21 CKLF CORO1B CST7 CTLA4 CXCR3 CYTH4 CYTIP DENND2D DOK2 DUSP4 EVI2B FCMR GBP5 GIMAP1 GIMAP2 GIMAP4 GIMAP5 GIMAP6 GIMAP7 GMFG GNLY GPR171 GPR174 GPR183 GPR65 GRAP2 GVINP1 GZMA GZMB GZMH GZMK HCST ICOS ID2 IL10 IL10RA IL16 IL18RAP IL2RB IL2RG IL7R ITGAL ITK JAML KLF2 KLRB1 LCP2 LIMS1 LSP1 LTB NKG7 NR3C1 P2RY10 PASK PDCD1 PRDM1 PRF1 PTPRC PTPRCAP PYHIN1 RASAL3 RGCC RGS1 RNF19A RPL17 RPL36A S1PR4 SASH3 SELL SELPLG SH2D1A SIRPG SLAMF1 SLAMF6 SNX20 SP140 TAGAP TBX21 THEMIS TIGIT TNFSF8 TRAC TRAF3IP3 TRAT1 TRAV12-2 TRAV12-3 TRAV13-1 TRBC1 TRBC2 TRBV19 TRBV2 TRBV29-1 TRBV5-1 TRBV7-2 TRDC TRGV10 UBASH3A,T-cells,4
10.687636,-1.317075,cd56 bright natural killer (id:100),CD2 CD244 CD247 CD3D CD3E CD40LG CD48 CD5 CD52 CD7 CD8A CD8B CD96 CLIC3 CST7 CTSW CXCR3 DOK2 FASLG FCRL6 GIMAP7 GNLY GPR171 GRAP2 GZMA GZMB GZMH GZMK GZMM ICOS IGHV1OR15-1 IL18RAP IL2RB IL2RG JAML KLRB1 KLRC4-KLRK1 KLRF1 LCK LTB NCR3 NKG7 P2RY10 PRF1 PTPRCAP PYHIN1 S1PR4 SELL SH2D1A SIRPG TBX21 THEMIS TIGIT TNFSF8 TRAC TRAT1 TRAV1-2 TRAV12-1 TRAV12-2 TRAV12-3 TRAV13-1 TRAV13-2 TRAV14DV4 TRAV17 TRAV19 TRAV21 TRAV26-1 TRAV29DV5 TRAV4 TRAV8-2 TRAV8-6 TRAV9-2 TRBC1 TRBV18 TRBV19 TRBV2 TRBV20-1 TRBV27 TRBV29-1 TRBV3-1 TRBV4-1 TRBV5-1 TRBV5-4 TRBV5-6 TRBV6-1 TRBV6-2 TRBV6-5 TRBV7-2 TRBV7-8 TRBV7-9 TRBV9 TRDC TRDV1 TRGC2 TRGV10 UBASH3A XCL1 XCL2 ZAP70,T-cells,4
10.762136,-1.88519,cd8 naÃ¯ve (id:102),AQP3 CCR7 CD2 CD247 CD28 CD3D CD3E CD3G CD40LG CD48 CD5 CD52 CD6 CD7 CD8B CD96 CST7 CTLA4 CXCR3 DOK2 FASLG FCMR GBP5 GIMAP5 GIMAP7 GNLY GPR171 GPR174 GRAP2 GZMA GZMB GZMH GZMK GZMM ICOS IL18RAP IL2RB IL2RG IL7R ITK JAML KLRB1 LCK LTB NKG7 P2RY10 PRF1 PYHIN1 SH2D1A SIRPG SIT1 SLAMF1 SLAMF6 TBX21 THEMIS TIGIT TNFSF8 TRAC TRAT1 TRAV12-1 TRAV12-2 TRAV12-3 TRAV13-1 TRAV13-2 TRAV14DV4 TRAV17 TRAV19 TRAV2 TRAV21 TRAV26-1 TRAV29DV5 TRAV3 TRAV4 TRAV8-2 TRAV8-3 TRAV8-4 TRAV8-6 TRAV9-2 TRBC1 TRBC2 TRBV18 TRBV19 TRBV2 TRBV20-1 TRBV27 TRBV29-1 TRBV3-1 TRBV4-1 TRBV5-1 TRBV5-4 TRBV6-1 TRBV6-2 TRBV6-5 TRBV7-2 TRBV7-8 TRBV7-9 TRBV9 TRDV1 TRGC2 TRGV10 UBASH3A,Other,-1
7.688458,2.8734615,cd8 t cell effector memory (id:103),ALOX5AP AOAH ARHGAP25 ARHGAP30 ARHGAP9 BIN2 CCL3 CCL4 CCL4L2 CCL5 CCR5 CD2 CD244 CD247 CD300A CD3D CD3E CD40LG CD48 CD5 CD52 CD53 CD69 CD96 CST7 CTSW CXCR3 CYTH4 CYTIP DOK2 EVI2B FASLG FGR GBP5 GIMAP1 GIMAP4 GIMAP5 GIMAP6 GIMAP7 GMFG GNLY GPR171 GPR183 GPR65 GZMA GZMB GZMH GZMK HCLS1 HCST HOPX ICOS IFNG IKZF1 IL10RA IL16 IL18RAP IL2RB IL2RG ITGAL JAML KLRB1 LAPTM5 LCP2 LSP1 LTB MYO1G NKG7 P2RY10 PARVG PIK3R5 PLEK PRF1 PSTPIP1 PTPRC PTPRCAP PYHIN1 RASAL3 S1PR4 SAMSN1 SASH3 SELL SELPLG SH2D1A SIRPG SLA SLAMF1 SLAMF6 SNX20 TAGAP TBX21 TIGIT TNFSF8 TRAC TRAF3IP3 TRAT1 TRBC1 TRBC2 TRDC TRGC2 UBASH3A,T-cells,4
6.0943894,3.1291869,cd8 t cell effector memory cd45ra (id:104),AOAH ARHGAP30 ARHGAP9 BIN2 C11orf21 C16orf54 CCL5 CD2 CD244 CD247 CD300A CD3D CD3E CD3G CD40LG CD48 CD5 CD52 CD53 CD6 CD8B CD96 CST7 CTSW CXCR3 CYTH4 CYTIP DOK2 DPEP2 EVI2B FASLG FCRL6 GBP5 GIMAP1 GIMAP2 GIMAP4 GIMAP5 GIMAP6 GIMAP7 GMFG GNLY GPR171 GPR65 GRAP2 GZMA GZMB GZMH GZMK HOPX ICOS IFIT3 IL10RA IL12RB1 IL16 IL18RAP IL2RB IL2RG ITGAL ITK JAML KLRB1 KLRD1 KLRK1 LCP2 LTB LY9 MYO1F NCR3 NKG7 NLRC3 P2RY10 PRF1 PSTPIP1 PTPRC PYHIN1 S1PR4 SASH3 SCML4 SELL SH2D1A SIRPG SLA SLA2 SLAMF1 SLAMF6 SNX20 TAGAP TBX21 THEMIS TIGIT TNFSF8 TRAC TRAF3IP3 TRAT1 TRBC1 TRDC TRGC2 TRGV10 UBASH3A ZAP70 ZNF683,T-cells,4
6.3146734,2.6070862,cd8 t cell memory (id:105),AOAH BIN2 BTN3A1 CCL5 CCR5 CD2 CD247 CD28 CD3D CD3E CD3G CD40LG CD48 CD5 CD52 CD6 CD8A CD8B CD96 CRIP1 CST7 CTLA4 CTSS CTSW CXCR3 CXCR6 CYTH4 CYTIP EVI2B FASLG FCRL6 GBP4 GBP5 GIMAP1 GIMAP4 GIMAP5 GIMAP6 GIMAP7 GIMAP8 GNLY GPR171 GPR174 GPR183 GPR65 GRAP2 GVINP1 GZMA GZMB GZMH GZMK ICOS IFNG IL18RAP IL2RB IL2RG IRF1 ITGA1 ITGAL ITK JAML KLRB1 KLRC1 KLRC4-KLRK1 KLRK1 LCK NKG7 P2RY10 PDZD8 PRF1 PTGDR PTPRC PYHIN1 SASH3 SCML4 SELL SH2D1A SIRPG SKAP1 SLAMF1 SLAMF6 TAGAP TBX21 THEMIS TIGIT TNFSF8 TRAC TRAF3IP3 TRAT1 TRAV12-2 TRAV13-1 TRBC1 TRBC2 TRBV19 TRBV29-1 TRBV5-1 TRDC TRGC2 TRGV10 UBASH3A VNN2 XCL2 ZAP70 ZBP1,T-cells,4
10.678742,-1.7872769,cd8+ t cell (id:107),CD2 CD247 CD28 CD3D CD3E CD3G CD40LG CD48 CD5 CD52 CD6 CD7 CD8B CD96 CST7 CTLA4 CXCR3 DOK2 FASLG GIMAP5 GIMAP7 GNLY GPR171 GPR174 GRAP2 GZMA GZMB GZMH GZMK GZMM ICOS IL2RB IL2RG ITGAL ITK JAML KLRB1 LCK LTB NKG7 P2RY10 PRF1 PTPRCAP PYHIN1 SELL SH2D1A SIRPG SIT1 TAGAP TBC1D10C TBX21 THEMIS TIGIT TNFSF8 TRAC TRAF3IP3 TRAT1 TRAV12-1 TRAV12-2 TRAV12-3 TRAV13-1 TRAV13-2 TRAV14DV4 TRAV17 TRAV19 TRAV21 TRAV26-1 TRAV29DV5 TRAV3 TRAV4 TRAV8-2 TRAV8-3 TRAV8-4 TRAV8-6 TRAV9-2 TRBC1 TRBC2 TRBV18 TRBV19 TRBV2 TRBV20-1 TRBV27 TRBV29-1 TRBV3-1 TRBV4-1 TRBV5-1 TRBV5-4 TRBV5-6 TRBV6-1 TRBV6-2 TRBV6-5 TRBV7-2 TRBV7-8 TRBV7-9 TRBV9 TRGC2 TRGV10 UBASH3A,T-cells,4
